"Positionsinhaber","Emittent","ISIN","Position","Datum"
"Citadel Advisors LLC","Shop Apotheke Europe NV","NL0012044747","0,52","2022-07-06"
"Point72 Europe (London) LLP","LANXESS Aktiengesellschaft","DE0005470405","1,93","2022-07-05"
"Pictet Asset Management SA","Hypoport SE","DE0005493365","0,27","2022-07-05"
"Point72 Europe (London) LLP","Covestro AG","DE0006062144","1,11","2022-07-05"
"Millennium Capital Partners LLP","Salzgitter Aktiengesellschaft","DE0006202005","1,40","2022-07-05"
"Marshall Wace LLP","GEA Group Aktiengesellschaft","DE0006602006","0,50","2022-07-05"
"Marshall Wace LLP","Aurubis AG","DE0006766504","1,11","2022-07-05"
"Qube Research & Technologies Limited","Rheinmetall Aktiengesellschaft","DE0007030009","1,12","2022-07-05"
"Jane Street Group LLC","Mercedes-Benz Group AG","DE0007100000","0,61","2022-07-05"
"Jane Street Group LLC","thyssenkrupp AG","DE0007500001","0,52","2022-07-05"
"Kintbury Capital LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,85","2022-07-05"
"PDT Partners, LLC","Nordex SE","DE000A0D6554","0,60","2022-07-05"
"Sandbar Asset Management","MTU Aero Engines AG","DE000A0D9PT0","0,56","2022-07-05"
"Voleon Capital Management LP","Cliq Digital AG","DE000A0HHJR3","0,48","2022-07-05"
"Sierra Global Management, L.L.C.","home24 SE","DE000A14KEB5","0,68","2022-07-05"
"Marshall Wace LLP","HelloFresh SE","DE000A161408","2,87","2022-07-05"
"Bridgewater Associates, LP","adidas AG","DE000A1EWWW0","0,59","2022-07-05"
"Atlas Special Opportunities, LLC","fox e-mobility AG","DE000A2NB551","2,73","2022-07-05"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,90","2022-07-05"
"Sandbar Asset Management","KION GROUP AG","DE000KGX8881","0,64","2022-07-05"
"Citadel Advisors Europe Limited","ProSiebenSat.1 Media SE","DE000PSM7770","0,85","2022-07-05"
"Citadel Advisors LLC","ProSiebenSat.1 Media SE","DE000PSM7770","0,65","2022-07-05"
"Sandbar Asset Management","Schaeffler AG","DE000SHA0159","1,89","2022-07-05"
"Gladstone Capital Management LLP","TUI AG","DE000TUAG000","0,53","2022-07-05"
"Citadel Advisors LLC","Zalando SE","DE000ZAL1111","0,97","2022-07-05"
"JPMorgan Asset Management (UK) Ltd","ITM Power PLC","GB00B0130H42","0,83","2022-07-05"
"Qube Research & Technologies Limited","Shop Apotheke Europe NV","NL0012044747","0,53","2022-07-05"
"Pictet Asset Management SA","Hypoport SE","DE0005493365","0,50","2022-07-04"
"Point72 Europe (London) LLP","Covestro AG","DE0006062144","0,98","2022-07-04"
"Marshall Wace LLP","Aurubis AG","DE0006766504","1,09","2022-07-04"
"Jane Street Group LLC","Mercedes-Benz Group AG","DE0007100000","0,55","2022-07-04"
"Voleon Capital Management LP","AURELIUS Equity Opportunities SE & Co. KGaA","DE000A0JK2A8","0,50","2022-07-04"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,00","2022-07-04"
"AKO Capital LLP","freenet AG","DE000A0Z2ZZ5","0,93","2022-07-04"
"Citadel Advisors LLC","home24 SE","DE000A14KEB5","0,51","2022-07-04"
"Marshall Wace LLP","Delivery Hero SE","DE000A2E4K43","1,80","2022-07-04"
"WorldQuant, LLC","Westwing Group SE","DE000A2N4H07","0,77","2022-07-04"
"BlackRock Investment Management (UK) Limited","TeamViewer AG","DE000A2YN900","0,50","2022-07-04"
"Marshall Wace LLP","K+S Aktiengesellschaft","DE000KSAG888","1,50","2022-07-04"
"Citadel Advisors Europe Limited","ProSiebenSat.1 Media SE","DE000PSM7770","1,00","2022-07-04"
"Voleon Capital Management LP","SHOP APOTHEKE EUROPE","NL0012044747","0,63","2022-07-04"
"Citadel Advisors LLC","LAZARD LTD","BMG540501027","1,18","2022-07-01"
"Citadel Advisors Europe Limited","Continental Aktiengesellschaft","DE0005439004","0,53","2022-07-01"
"Millennium International Management LP","HeidelbergCement AG","DE0006047004","0,47","2022-07-01"
"Sandbar Asset Management","HeidelbergCement AG","DE0006047004","0,91","2022-07-01"
"AQR Capital Management, LLC","PUMA SE","DE0006969603","0,49","2022-07-01"
"Jane Street Group LLC","Mercedes-Benz Group AG","DE0007100000","0,46","2022-07-01"
"Viking Global Investors LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,37","2022-07-01"
"Citadel Advisors Europe Limited","MTU Aero Engines AG","DE000A0D9PT0","0,56","2022-07-01"
"Naya Capital Management UK Limited","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,27","2022-07-01"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","0,95","2022-07-01"
"AHL Partners LLP","HelloFresh SE","DE000A161408","0,49","2022-07-01"
"Mirabella Financial Services LLP","HelloFresh SE","DE000A161408","0,51","2022-07-01"
"Bridgewater Associates, LP","adidas AG","DE000A1EWWW0","0,61","2022-07-01"
"Marshall Wace LLP","HUGO BOSS AG","DE000A1PHFF7","0,59","2022-07-01"
"Qube Research & Technologies Limited","Delivery Hero SE","DE000A2E4K43","1,08","2022-07-01"
"Citadel Advisors LLC","Westwing Group SE","DE000A2N4H07","0,71","2022-07-01"
"AHL Partners LLP","TeamViewer AG","DE000A2YN900","0,49","2022-07-01"
"Point72 Europe (London) LLP","TeamViewer AG","DE000A2YN900","0,40","2022-07-01"
"Marshall Wace LLP","Daimler Truck Holding AG","DE000DTR0CK8","0,50","2022-07-01"
"Sandbar Asset Management","Evonik Industries AG","DE000EVNK013","0,61","2022-07-01"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,89","2022-07-01"
"Citadel Advisors Europe Limited","ProSiebenSat.1 Media SE","DE000PSM7770","0,96","2022-07-01"
"Citadel Advisors LLC","ProSiebenSat.1 Media SE","DE000PSM7770","0,70","2022-07-01"
"Marshall Wace LLP","Shop Apotheke Europe N.V.","NL0012044747","0,78","2022-07-01"
"Point72 Europe (London) LLP","LANXESS Aktiengesellschaft","DE0005470405","1,55","2022-06-30"
"Millennium International Management LP","Covestro Deutschland AG","DE0006062144","0,47","2022-06-30"
"Millennium Capital Partners LLP","Salzgitter Aktiengesellschaft","DE0006202005","1,37","2022-06-30"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,71","2022-06-30"
"Jane Street Group LLC","Mercedes-Benz Group AG","DE0007100000","0,54","2022-06-30"
"Qube Research & Technologies Limited","thyssenkrupp AG","DE0007500001","0,52","2022-06-30"
"Marshall Wace LLP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","0,81","2022-06-30"
"SIH Partners, LLLP","Northern Data AG","DE000A0SMU87","1,18","2022-06-30"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","1,01","2022-06-30"
"Canada Pension Plan Investment Board","AIXTRON SE","DE000A0WMPJ6","1,97","2022-06-30"
"Voleon Capital Management LP","home24 SE","DE000A14KEB5","0,60","2022-06-30"
"Citadel Advisors LLC","Westwing Group SE","DE000A2N4H07","0,69","2022-06-30"
"Point72 Europe (London) LLP","TeamViewer AG","DE000A2YN900","0,54","2022-06-30"
"Sandbar Asset Management","Siemens Energy AG","DE000ENER6Y0","0,63","2022-06-30"
"Millennium Capital Partners LLP","Evonik Industries AG","DE000EVNK013","0,59","2022-06-30"
"Millennium International Management LP","Evonik Industries AG","DE000EVNK013","0,44","2022-06-30"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,90","2022-06-30"
"Marshall Wace LLP","K+S Aktiengesellschaft","DE000KSAG888","1,49","2022-06-30"
"Citadel Advisors LLC","ProSiebenSat.1 Media SE","DE000PSM7770","0,66","2022-06-30"
"BlackRock Investment Management (UK) Limited","TUI AG","DE000TUAG000","0,92","2022-06-30"
"BlackRock Investment Management (UK) Limited","Zalando SE","DE000ZAL1111","0,56","2022-06-30"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","1,63","2022-06-30"
"Citadel Advisors LLC","Zalando SE","DE000ZAL1111","1,06","2022-06-30"
"Point72 Europe (London) LLP","LANXESS Aktiengesellschaft","DE0005470405","1,78","2022-06-29"
"Point72 Europe (London) LLP","Covestro Deutschland AG","DE0006062144","1,00","2022-06-29"
"WorldQuant, LLC","DEUTZ Aktiengesellschaft","DE0006305006","0,50","2022-06-29"
"UBS Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,60","2022-06-29"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","0,94","2022-06-29"
"WorldQuant, LLC","home24 SE","DE000A14KEB5","0,48","2022-06-29"
"Wellington Management International Limited","GRENKE AG","DE000A161N30","0,50","2022-06-29"
"Bridgewater Associates, LP","adidas AG","DE000A1EWWW0","0,59","2022-06-29"
"Marshall Wace LLP","Instone Real Estate Group SE","DE000A2NBX80","0,87","2022-06-29"
"Point72 Europe (London) LLP","TeamViewer AG","DE000A2YN900","0,66","2022-06-29"
"Marshall Wace LLP","flatexDEGIRO AG","DE000FTG1111","0,58","2022-06-29"
"Marshall Wace LLP","K+S Aktiengesellschaft","DE000KSAG888","1,50","2022-06-29"
"Citadel Advisors LLC","ProSiebenSat.1 Media SE","DE000PSM7770","0,72","2022-06-29"
"Sandbar Asset Management","Schaeffler AG","DE000SHA0159","1,74","2022-06-29"
"Citadel Advisors LLC","Zalando SE","DE000ZAL1111","1,15","2022-06-29"
"Marshall Wace LLP","Zalando SE","DE000ZAL1111","0,91","2022-06-29"
"BlackRock Investment Management (UK) Limited","FEVERTREE DRINKS PLC","GB00BRJ9BJ26","4,21","2022-06-29"
"Polar Asset Management Partners Inc.","Cryoport Inc","US2290503075","0,70","2022-06-29"
"Citadel Advisors LLC","Hive Blockchain Technologies Ltd","CA43366H7040","0,92","2022-06-28"
"WorldQuant, LLC","HIVE BLOCKCHAIN TECHNOLOGIES LTD","CA43366H7040","0,48","2022-06-28"
"Arrowstreet Capital, Limited Partnership","Nordex SE","DE000A0D6554","0,73","2022-06-28"
"Marshall Wace LLP","HelloFresh SE","DE000A161408","2,90","2022-06-28"
"Bridgewater Associates, LP","adidas AG","DE000A1EWWW0","0,60","2022-06-28"
"Citadel Advisors Europe Limited","O2 Telefónica Deutschland Finanzierungs GmbH","DE000A1J5RX9","0,70","2022-06-28"
"Citadel Advisors LLC","HUGO BOSS AG","DE000A1PHFF7","0,38","2022-06-28"
"Qube Research & Technologies Limited","Delivery Hero SE","DE000A2E4K43","1,18","2022-06-28"
"Citadel Advisors LLC","Westwing Group SE","DE000A2N4H07","0,70","2022-06-28"
"Atlas Special Opportunities, LLC","fox e-mobility AG","DE000A2NB551","2,42","2022-06-28"
"Millennium International Management LP","Evonik Industries AG","DE000EVNK013","0,59","2022-06-28"
"AHL Partners LLP","flatexDEGIRO AG","DE000FTG1111","0,90","2022-06-28"
"Marshall Wace LLP","flatexDEGIRO AG","DE000FTG1111","0,60","2022-06-28"
"Citadel Advisors LLC","ProSiebenSat.1 Media SE","DE000PSM7770","0,68","2022-06-28"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","1,75","2022-06-28"
"Marshall Wace LLP","Zalando SE","DE000ZAL1111","0,85","2022-06-28"
"BlackRock Investment Management (UK) Limited","WANDISCO PLC","JE00B6Y3DV84","0,65","2022-06-28"
"Bronte Capital Management Pty Ltd","Adler Group S.A.","LU1250154413","0,61","2022-06-28"
"Citadel Advisors LLC","LAZARD LTD","BMG540501027","1,21","2022-06-27"
"Citadel Advisors LLC","Hive Blockchain Technologies Ltd","CA43366H7040","0,82","2022-06-27"
"Citadel Securities GP LLC","Hive Blockchain Technologies Ltd","CA43366H7040","1,09","2022-06-27"
"AHL Partners LLP","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","0,50","2022-06-27"
"Bridgewater Associates, LP","Mercedes-Benz Group AG","DE0007100000","0,49","2022-06-27"
"Bridgewater Associates, LP","Siemens Aktiengesellschaft","DE0007236101","0,58","2022-06-27"
"Odey Asset Management LLP","ElringKlinger AG","DE0007856023","0,08","2022-06-27"
"Voleon Capital Management LP","Cliq Digital AG","DE000A0HHJR3","0,58","2022-06-27"
"Voleon Capital Management LP","home24 SE","DE000A14KEB5","0,59","2022-06-27"
"Bridgewater Associates, LP","adidas AG","DE000A1EWWW0","0,59","2022-06-27"
"Numeric Investors LLC","Delivery Hero SE","DE000A2E4K43","0,79","2022-06-27"
"Qube Research & Technologies Limited","Delivery Hero SE","DE000A2E4K43","1,24","2022-06-27"
"Atlas Special Opportunities, LLC","fox e-mobility AG","DE000A2NB551","2,01","2022-06-27"
"Sandbar Asset Management","Evonik Industries AG","DE000EVNK013","0,54","2022-06-27"
"Marshall Wace LLP","K+S Aktiengesellschaft","DE000KSAG888","1,49","2022-06-27"
"Citadel Securities GP LLC","Hive Blockchain Technologies Ltd","CA43366H7040","1,15","2022-06-24"
"Citadel Advisors LLC","LEONI AG","DE0005408884","0,48","2022-06-24"
"Point72 Europe (London) LLP","LANXESS Aktiengesellschaft","DE0005470405","1,56","2022-06-24"
"AQR Capital Management, LLC","Evotec SE","DE0005664809","0,50","2022-06-24"
"Point72 Europe (London) LLP","Covestro Deutschland AG","DE0006062144","0,91","2022-06-24"
"Marshall Wace LLP","MorphoSys AG","DE0006632003","0,90","2022-06-24"
"Bridgewater Associates, LP","Mercedes-Benz Group AG","DE0007100000","0,50","2022-06-24"
"Bridgewater Associates, LP","Siemens Aktiengesellschaft","DE0007236101","0,60","2022-06-24"
"JPMorgan Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,52","2022-06-24"
"UBS Asset Management (UK) Ltd","Heidelberger Druckmaschinen Aktiengesellschaft","DE0007314007","0,53","2022-06-24"
"Viking Global Investors LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,27","2022-06-24"
"Voleon Capital Management LP","Mynaric AG","DE000A0JCY11","0,68","2022-06-24"
"Arrowstreet Capital, Limited Partnership","home24 SE","DE000A14KEB5","0,69","2022-06-24"
"Bridgewater Associates, LP","adidas AG","DE000A1EWWW0","0,61","2022-06-24"
"Citadel Advisors LLC","HUGO BOSS AG","DE000A1PHFF7","0,50","2022-06-24"
"Susquehanna International Securities Limited","HUGO BOSS AG","DE000A1PHFF7","0,46","2022-06-24"
"Qube Research & Technologies Limited","Delivery Hero SE","DE000A2E4K43","1,30","2022-06-24"
"Citadel Advisors LLC","Westwing Group SE","DE000A2N4H07","0,69","2022-06-24"
"AKO Capital LLP","Nagarro SE","DE000A3H2200","1,30","2022-06-24"
"Millennium Capital Partners LLP","Evonik Industries AG","DE000EVNK013","0,69","2022-06-24"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","1,80","2022-06-24"
"Citadel Advisors LLC","Zalando SE","DE000ZAL1111","1,21","2022-06-24"
"JPMorgan Asset Management (UK) Ltd","ITM Power PLC","GB00B0130H42","0,71","2022-06-24"
"AHL Partners LLP","CHARGEPOINT HOLDINGS INC","US15961R1059","0,47","2022-06-24"
"Bridgewater Associates, LP","Deutsche Post AG","DE0005552004","0,50","2022-06-23"
"Citadel Advisors LLC","GFT Technologies SE","DE0005800601","0,50","2022-06-23"
"Point72 Europe (London) LLP","Covestro Deutschland AG","DE0006062144","1,10","2022-06-23"
"Millennium Capital Partners LLP","Salzgitter Aktiengesellschaft","DE0006202005","1,24","2022-06-23"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,64","2022-06-23"
"Systematica Investments Limited","MorphoSys AG","DE0006632003","1,88","2022-06-23"
"Qube Research & Technologies Limited","thyssenkrupp AG","DE0007500001","0,43","2022-06-23"
"AHL Partners LLP","Nordex SE","DE000A0D6554","0,57","2022-06-23"
"Alliance Bernstein Ltd","Nordex SE","DE000A0D6554","0,49","2022-06-23"
"Sandbar Asset Management","MTU Aero Engines AG","DE000A0D9PT0","0,49","2022-06-23"
"Voleon Capital Management LP","home24 SE","DE000A14KEB5","0,60","2022-06-23"
"Marshall Wace LLP","HUGO BOSS AG","DE000A1PHFF7","0,69","2022-06-23"
"JPMorgan Asset Management (UK) Ltd","flatexDEGIRO AG","DE000FTG1111","1,10","2022-06-23"
"Marshall Wace LLP","flatexDEGIRO AG","DE000FTG1111","0,54","2022-06-23"
"Voleon Capital Management LP","Klöckner & Co SE","DE000KC01000","0,49","2022-06-23"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","1,16","2022-06-23"
"BlackRock Investment Management (UK) Limited","THG PLC","GB00BMTV7393","1,19","2022-06-23"
"Bronte Capital Management Pty Ltd","Adler Group S.A.","LU1250154413","0,52","2022-06-23"
"Citadel Advisors LLC","LAZARD LTD","BMG540501027","1,10","2022-06-22"
"Citadel Securities GP LLC","Hive Blockchain Technologies Ltd","CA43366H7040","1,39","2022-06-22"
"Point72 Europe (London) LLP","LANXESS Aktiengesellschaft","DE0005470405","1,62","2022-06-22"
"Bridgewater Associates, LP","Deutsche Post AG","DE0005552004","0,49","2022-06-22"
"Millennium International Management LP","Dürr Aktiengesellschaft","DE0005565204","0,48","2022-06-22"
"Millennium International Management LP","HeidelbergCement AG","DE0006047004","0,50","2022-06-22"
"Sandbar Asset Management","HeidelbergCement AG","DE0006047004","0,81","2022-06-22"
"Point72 Europe (London) LLP","Covestro Deutschland AG","DE0006062144","1,00","2022-06-22"
"Millennium Capital Partners LLP","Salzgitter Aktiengesellschaft","DE0006202005","1,03","2022-06-22"
"Millennium International Management LP","Salzgitter Aktiengesellschaft","DE0006202005","0,54","2022-06-22"
"Greenvale Capital LLP","Nemetschek SE","DE0006452907","0,71","2022-06-22"
"Marshall Wace LLP","Aurubis AG","DE0006766504","1,10","2022-06-22"
"Qube Research & Technologies Limited","thyssenkrupp AG","DE0007500001","0,55","2022-06-22"
"Viking Global Investors LP","Deutsche Lufthansa Aktiengesellschaft","DE0008232125","1,15","2022-06-22"
"TT International","Northern Data AG","DE000A0SMU87","0,70","2022-06-22"
"SIH Partners, LLLP","VARTA AKTIENGESELLSCHAFT","DE000A0TGJ55","0,85","2022-06-22"
"Sierra Global Management, L.L.C.","home24 SE","DE000A14KEB5","0,57","2022-06-22"
"Marble Bar Asset Management LLP","SÜSS MicroTec SE","DE000A1K0235","0,90","2022-06-22"
"Numeric Investors LLC","Delivery Hero SE","DE000A2E4K43","0,87","2022-06-22"
"Citadel Advisors LLC","Westwing Group SE","DE000A2N4H07","0,70","2022-06-22"
"Millennium International Management LP","Evonik Industries AG","DE000EVNK013","0,60","2022-06-22"
"WorldQuant, LLC","Klöckner & Co SE","DE000KC01000","0,81","2022-06-22"
"Sandbar Asset Management","KION GROUP AG","DE000KGX8881","0,51","2022-06-22"
"Melqart Asset Management (UK) Ltd.","K+S Aktiengesellschaft","DE000KSAG888","0,41","2022-06-22"
"Citadel Advisors Europe Limited","Zalando SE","DE000ZAL1111","1,22","2022-06-22"
"BlackRock Institutional Trust Company, National Association","ASOS PLC","GB0030927254","0,71","2022-06-22"
"BlackRock Investment Management (UK) Limited","ITM POWER PLC","GB00B0130H42","1,32","2022-06-22"
"BlackRock Investment Management (UK) Limited","VICTORIA PLC","GB00BZC0LC10","0,61","2022-06-22"
"Citadel Advisors LLC","LAZARD LTD","BMG540501027","1,01","2022-06-21"
"Citadel Advisors LLC","Hive Blockchain Technologies Ltd","CA43366H7040","0,71","2022-06-21"
"Citadel Securities GP LLC","Hive Blockchain Technologies Ltd","CA43366H7040","1,42","2022-06-21"
"Bridgewater Associates, LP","Deutsche Post AG","DE0005552004","0,50","2022-06-21"
"AHL Partners LLP","Fraport AG Frankfurt Airport Services Worldwide","DE0005773303","0,49","2022-06-21"
"Sandbar Asset Management","HeidelbergCement AG","DE0006047004","0,79","2022-06-21"
"Point72 Europe (London) LLP","Covestro Deutschland AG","DE0006062144","0,78","2022-06-21"
"Qube Research & Technologies Limited","Rheinmetall Aktiengesellschaft","DE0007030009","1,00","2022-06-21"
"Kairos Investment Management Limited","ElringKlinger AG","DE0007856023","0,49","2022-06-21"
"AKO Capital LLP","Nordex SE","DE000A0D6554","0,57","2022-06-21"
"Gladstone Capital Management LLP","Nordex SE","DE000A0D6554","0,97","2022-06-21"
"Bridgewater Associates, LP","Vonovia SE","DE000A1ML7J1","0,62","2022-06-21"
"AQR Capital Management, LLC","Delivery Hero SE","DE000A2E4K43","0,50","2022-06-21"
"BlackRock Investment Management (UK) Limited","Delivery Hero SE","DE000A2E4K43","0,52","2022-06-21"
"Acadian Asset Management LLC","Compleo Charging Solutions AG","DE000A2QDNX9","0,46","2022-06-21"
